"","Province","U_R","COICOP","Products","Weights","Date","Index","Source"
"Urban.107","0","1","00","GENERAL INDEX (CPI)",10000,2017-12-29,113.707304574948,"Urban"
"Urban.108","0","1","00","GENERAL INDEX (CPI)",10000,2018-01-01,113.896133004087,"Urban"
"Urban.109","0","1","00","GENERAL INDEX (CPI)",10000,2018-02-04,114.535703101985,"Urban"
"Urban.110","0","1","00","GENERAL INDEX (CPI)",10000,2018-03-10,115.357010555463,"Urban"
"Urban.111","0","1","00","GENERAL INDEX (CPI)",10000,2018-04-10,116.805655613777,"Urban"
"Urban.112","0","1","00","GENERAL INDEX (CPI)",10000,2018-05-10,118.032550813624,"Urban"
"Urban.113","0","1","00","GENERAL INDEX (CPI)",10000,2018-06-10,116.9955669106,"Urban"
"Urban.114","0","1","00","GENERAL INDEX (CPI)",10000,2018-07-10,115.847693201681,"Urban"
"Urban.115","0","1","00","GENERAL INDEX (CPI)",10000,2018-08-10,116.325550752144,"Urban"
"Urban.116","0","1","00","GENERAL INDEX (CPI)",10000,2018-09-10,116.518661484645,"Urban"
"Urban.117","0","1","00","GENERAL INDEX (CPI)",10000,2018-10-10,115.815801107045,"Urban"
"Urban.118","0","1","00","GENERAL INDEX (CPI)",10000,2018-11-10,115.21639119318,"Urban"
"Urban.119","0","1","00","GENERAL INDEX (CPI)",10000,2018-12-10,114.998406783452,"Urban"
"Urban.120","0","1","00","GENERAL INDEX (CPI)",10000,2019-01-10,115.049040295862,"Urban"
"Urban.121","0","1","00","GENERAL INDEX (CPI)",10000,2019-02-10,115.395294885172,"Urban"
"Urban.122","0","1","00","GENERAL INDEX (CPI)",10000,2019-03-10,116.644306100956,"Urban"
"Urban.123","0","1","00","GENERAL INDEX (CPI)",10000,2019-04-10,117.023572122104,"Urban"
"Urban.124","0","1","00","GENERAL INDEX (CPI)",10000,2019-05-10,118.049761853194,"Urban"
"Urban.125","0","1","00","GENERAL INDEX (CPI)",10000,2019-06-10,118.019980233416,"Urban"
"Urban.126","0","1","00","GENERAL INDEX (CPI)",10000,2019-07-10,118.020927277044,"Urban"
"Urban.127","0","1","00","GENERAL INDEX (CPI)",10000,2019-08-10,119.030831964357,"Urban"
"Urban.128","0","1","00","GENERAL INDEX (CPI)",10000,2019-09-10,120.101725914947,"Urban"
"Urban.129","0","1","00","GENERAL INDEX (CPI)",10000,2019-10-10,120.854929133756,"Urban"
"Urban.130","0","1","00","GENERAL INDEX (CPI)",10000,2019-11-10,123.144678364511,"Urban"
"Urban.131","0","1","00","GENERAL INDEX (CPI)",10000,2019-12-10,122.739449066573,"Urban"
"Urban.132","0","1","00","GENERAL INDEX (CPI)",10000,2020-01-10,123.475593929374,"Urban"
"Urban.133","0","1","00","GENERAL INDEX (CPI)",10000,2020-02-10,125.413122238136,"Urban"
"Urban.134","0","1","00","GENERAL INDEX (CPI)",10000,2020-03-10,126.606171047622,"Urban"
"Urban.135","0","1","00","GENERAL INDEX (CPI)",10000,2020-04-10,126.387126257199,"Urban"
"Urban.136","0","1","00","GENERAL INDEX (CPI)",10000,2020-05-10,128.917910884576,"Urban"
"Urban.137","0","1","00","GENERAL INDEX (CPI)",10000,2020-06-10,128.676336440149,"Urban"
"Urban.138","0","1","00","GENERAL INDEX (CPI)",10000,2020-07-10,128.920227212885,"Urban"
"Urban.139","0","1","00","GENERAL INDEX (CPI)",10000,2020-08-10,129.511666510825,"Urban"
"Urban.140","0","1","00","GENERAL INDEX (CPI)",10000,2020-09-10,130.77539860273,"Urban"
"Urban.141","0","1","00","GENERAL INDEX (CPI)",10000,2020-10-10,129.604717825563,"Urban"
"Urban.142","0","1","00","GENERAL INDEX (CPI)",10000,2020-11-10,128.328766201653,"Urban"
"Urban.143","0","1","00","GENERAL INDEX (CPI)",10000,2020-12-10,127.333687404393,"Urban"
"Urban.144","0","1","00","GENERAL INDEX (CPI)",10000,2021-01-10,126.91144953932,"Urban"
"Urban.145","0","1","00","GENERAL INDEX (CPI)",10000,2021-02-10,127.376573617771,"Urban"
"Urban.146","0","1","00","GENERAL INDEX (CPI)",10000,2021-03-10,129.150088170121,"Urban"
"Urban.147","0","1","00","GENERAL INDEX (CPI)",10000,2021-04-10,129.357996427331,"Urban"
"Urban.148","0","1","00","GENERAL INDEX (CPI)",10000,2021-05-10,128.740005329225,"Urban"
"Urban.149","0","1","00","GENERAL INDEX (CPI)",10000,2021-06-10,128.476295964008,"Urban"
"Urban.150","0","1","00","GENERAL INDEX (CPI)",10000,2021-07-10,128.438228809328,"Urban"
"Urban.151","0","1","00","GENERAL INDEX (CPI)",10000,2021-08-10,128.764226729936,"Urban"
"Urban.152","0","1","00","GENERAL INDEX (CPI)",10000,2021-09-10,129.540916670257,"Urban"
"Urban.153","0","1","00","GENERAL INDEX (CPI)",10000,2021-10-10,130.372506594616,"Urban"
"Urban.154","0","1","00","GENERAL INDEX (CPI)",10000,2021-11-10,129.660656552789,"Urban"
"Urban.155","0","1","00","GENERAL INDEX (CPI)",10000,2021-12-10,129.705770527262,"Urban"
"Urban.156","0","1","00","GENERAL INDEX (CPI)",10000,2022-01-10,132.402004785756,"Urban"
"Urban.157","0","1","00","GENERAL INDEX (CPI)",10000,2022-02-10,134.750454518919,"Urban"
"Urban.158","0","1","00","GENERAL INDEX (CPI)",10000,2022-03-10,138.878040455831,"Urban"
"Urban.159","0","1","00","GENERAL INDEX (CPI)",10000,2022-04-10,142.202781386788,"Urban"
"Urban.160","0","1","00","GENERAL INDEX (CPI)",10000,2022-05-10,144.926682009435,"Urban"
"Urban.161","0","1","00","GENERAL INDEX (CPI)",10000,2022-06-10,146.030600837345,"Urban"
"Urban.162","0","1","00","GENERAL INDEX (CPI)",10000,2022-07-10,148.441154950644,"Urban"
"Urban.163","0","1","00","GENERAL INDEX (CPI)",10000,2022-08-10,149.200448706982,"Urban"
"Urban.164","0","1","00","GENERAL INDEX (CPI)",10000,2022-09-10,152.404502000164,"Urban"
"Urban.165","0","1","00","GENERAL INDEX (CPI)",10000,2022-10-10,156.533237392743,"Urban"
"Urban.166","0","1","00","GENERAL INDEX (CPI)",10000,2022-11-10,157.80845344567,"Urban"
"Urban.167","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2009-02-01,76.5296738781456,"Urban"
"Urban.168","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2009-03-01,78.055347748847,"Urban"
"Urban.169","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2009-04-01,77.6674265049481,"Urban"
"Urban.170","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2009-05-01,76.0659344637762,"Urban"
"Urban.171","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2009-06-01,75.1013666883504,"Urban"
"Urban.172","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2009-07-01,75.6558162765562,"Urban"
"Urban.173","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2009-08-01,77.4281214150775,"Urban"
"Urban.174","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2009-09-01,80.6924505088008,"Urban"
"Urban.175","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2009-10-01,82.1817054161952,"Urban"
"Urban.176","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2009-11-01,83.508518975371,"Urban"
"Urban.177","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2009-12-01,81.2606956362925,"Urban"
"Urban.178","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2010-01-01,79.4354020476691,"Urban"
"Urban.179","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2010-02-01,78.1213073128509,"Urban"
"Urban.180","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2010-03-01,78.9202846045318,"Urban"
"Urban.181","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2010-04-01,79.5657268063984,"Urban"
"Urban.182","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2010-05-01,80.0067201699026,"Urban"
"Urban.183","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2010-06-01,80.0479013248648,"Urban"
"Urban.184","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2010-07-01,78.4709531531251,"Urban"
"Urban.185","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2010-08-01,78.6115299543412,"Urban"
"Urban.186","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2010-09-01,81.1829812632197,"Urban"
"Urban.187","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2010-10-01,79.8741464302016,"Urban"
"Urban.188","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2010-11-01,81.0036010762982,"Urban"
"Urban.189","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2010-12-01,79.0782663132846,"Urban"
"Urban.190","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2011-01-01,77.9296183951176,"Urban"
"Urban.191","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2011-02-01,78.8131144081725,"Urban"
"Urban.192","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2011-03-01,82.2501738148201,"Urban"
"Urban.193","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2011-04-01,84.5382636240709,"Urban"
"Urban.194","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2011-05-01,83.7613685026594,"Urban"
"Urban.195","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2011-06-01,85.7774316174366,"Urban"
"Urban.196","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2011-07-01,86.7510239135634,"Urban"
"Urban.197","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2011-08-01,86.6724052388523,"Urban"
"Urban.198","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2011-09-01,86.2941918264311,"Urban"
"Urban.199","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2011-10-01,87.5516357441417,"Urban"
"Urban.200","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2011-11-01,88.4148235560022,"Urban"
"Urban.201","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2011-12-01,87.9482134906097,"Urban"
"Urban.202","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2012-01-01,87.8656012341622,"Urban"
"Urban.203","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2012-02-01,91.0210960670929,"Urban"
"Urban.204","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2012-03-01,94.9956491491124,"Urban"
"Urban.205","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2012-04-01,95.3856854984511,"Urban"
"Urban.206","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2012-05-01,96.4497368280572,"Urban"
"Urban.207","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2012-06-01,95.4884218858351,"Urban"
"Urban.208","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2012-07-01,95.7567814165243,"Urban"
"Urban.209","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2012-08-01,97.6169431070491,"Urban"
"Urban.210","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2012-09-01,98.0978492765725,"Urban"
"Urban.211","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2012-10-01,98.1468083254031,"Urban"
"Urban.212","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2012-11-01,97.0882827414227,"Urban"
"Urban.213","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2012-12-01,94.9313007912982,"Urban"
"Urban.214","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2013-01-01,95.1498978685494,"Urban"
"Urban.215","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2013-02-01,95.2557740813614,"Urban"
"Urban.216","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2013-03-01,96.8242098141486,"Urban"
"Urban.217","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2013-04-01,99.2692588980515,"Urban"
"Urban.218","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2013-05-01,98.9725604828309,"Urban"
"Urban.219","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2013-06-01,99.6968040302133,"Urban"
"Urban.220","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2013-07-01,99.6140351971852,"Urban"
"Urban.221","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2013-08-01,102.397427433103,"Urban"
"Urban.222","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2013-09-01,105.720522263984,"Urban"
"Urban.223","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2013-10-01,106.179825666889,"Urban"
"Urban.224","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2013-11-01,103.349524565659,"Urban"
"Urban.225","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2013-12-01,98.6420491032414,"Urban"
"Urban.226","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2014-01-01,97.4711879320371,"Urban"
"Urban.227","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2014-02-01,100,"Urban"
"Urban.228","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2014-03-01,101.895292873661,"Urban"
"Urban.229","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2014-04-01,103.081780779557,"Urban"
"Urban.230","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2014-05-01,101.930600773403,"Urban"
"Urban.231","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2014-06-01,101.571507542548,"Urban"
"Urban.232","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2014-07-01,102.043942805091,"Urban"
"Urban.233","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2014-08-02,102.156125040744,"Urban"
"Urban.234","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2014-09-03,102.486677906662,"Urban"
"Urban.235","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2014-10-05,102.644395839306,"Urban"
"Urban.236","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2014-11-06,100.521530856262,"Urban"
"Urban.237","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2014-12-08,99.3028609454433,"Urban"
"Urban.238","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2015-01-09,98.6405447794011,"Urban"
"Urban.239","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2015-02-10,99.7355640146879,"Urban"
"Urban.240","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2015-03-14,102.692064760195,"Urban"
"Urban.241","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2015-04-15,105.615903525071,"Urban"
"Urban.242","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2015-05-17,105.823374451416,"Urban"
"Urban.243","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2015-06-18,104.557814226037,"Urban"
"Urban.244","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2015-07-20,102.77063930374,"Urban"
"Urban.245","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2015-08-21,105.448950968428,"Urban"
"Urban.246","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2015-09-22,108.229382493817,"Urban"
"Urban.247","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2015-10-24,108.424170642837,"Urban"
"Urban.248","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2015-11-25,111.089319496851,"Urban"
"Urban.249","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2015-12-27,108.967277467669,"Urban"
"Urban.250","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2016-01-28,107.092700890246,"Urban"
"Urban.251","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2016-02-29,107.832525824209,"Urban"
"Urban.252","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2016-03-29,110.738530155272,"Urban"
"Urban.253","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2016-04-29,111.528356468782,"Urban"
"Urban.254","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2016-05-29,112.248181878775,"Urban"
"Urban.255","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2016-06-29,114.424248576579,"Urban"
"Urban.256","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2016-07-29,116.976981939143,"Urban"
"Urban.257","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2016-08-29,118.079019173634,"Urban"
"Urban.258","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2016-09-29,120.364719263916,"Urban"
"Urban.259","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2016-10-29,126.112292468413,"Urban"
"Urban.260","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2016-11-29,126.127941209627,"Urban"
"Urban.261","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2016-12-29,126.878083082577,"Urban"
"Urban.262","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2017-01-29,124.41771122817,"Urban"
"Urban.263","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2017-02-28,126.779052539423,"Urban"
"Urban.264","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2017-03-30,128.48008679015,"Urban"
"Urban.265","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2017-04-29,129.110915258847,"Urban"
"Urban.266","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2017-05-29,128.280564159,"Urban"
"Urban.267","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2017-06-29,125.654264913369,"Urban"
"Urban.268","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2017-07-29,124.990653986871,"Urban"
"Urban.269","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2017-08-29,126.235062063917,"Urban"
"Urban.270","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2017-09-29,130.394169749056,"Urban"
"Urban.271","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2017-10-29,134.153240836214,"Urban"
"Urban.272","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2017-11-29,128.87656190187,"Urban"
"Urban.273","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2017-12-29,123.128658769236,"Urban"
"Urban.274","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2018-01-01,123.13019856296,"Urban"
"Urban.275","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2018-02-04,123.791266091337,"Urban"
"Urban.276","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2018-03-10,125.798758638696,"Urban"
"Urban.277","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2018-04-10,127.253751705069,"Urban"
"Urban.278","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2018-05-10,130.181112898447,"Urban"
"Urban.279","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2018-06-10,127.843000242173,"Urban"
"Urban.280","0","1","01","Food and non-alcoholic beerages",2737.90583027666,2018-07-10,124.105958583457,"Urban"
